PERIODO,NUM_ORDEN,DEPARTAMENTO,DIVISION,INSPECTOR,SUPERVISOR,CUIT,RAZON_SOCIAL,FECHA_INICIO,FECHA_DEVOL_TRANS
1 TRIM 2015,960,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,27108304109,JAKIM DIANA MABEL ZORAIDA,18/11/2014,
2 TRIM 2015,974,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,27108304109,JAKIM DIANA MABEL ZORAIDA,18/11/2014,
3 TRIM 2015,990,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,27108304109,JAKIM DIANA MABEL ZORAIDA,18/11/2014,
4 TRIM 2014,824,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,27108304109,JAKIM DIANA MABEL ZORAIDA,18/11/2014,
1 TRIM 2015,961,EXTERNA F,A,GRANDE GABRIEL,MANCHINI HERNAN,20040186167,JAKIM EDUARDO,30/03/2015,
2 TRIM 2015,975,EXTERNA F,A,GRANDE GABRIEL,MANCHINI HERNAN,20040186167,JAKIM EDUARDO,29/04/2015,
3 TRIM 2015,991,EXTERNA F,A,GRANDE GABRIEL,MANCHINI HERNAN,20040186167,JAKIM EDUARDO,30/03/2015,
1 TRIM 2015,962,PLANIFICACION Y SELECCION,INTERNA II,MESSINA SEBASTIAN,MONTERO FERNANDO,30710471637,JAKYTEXTIL SA,29/07/2014,
2 TRIM 2014,864,PLANIFICACION Y SELECCION,INTERNA II,MESSINA SEBASTIAN,FERNANDO MONTERO,30710471637,JAKYTEXTIL SA,29/07/2014,
3 TRIM 2014,899,PLANIFICACION Y SELECCION,INTERNA II,MESSINA SEBASTIAN,MONTERO FERNANDO,30710471637,JAKYTEXTIL SA,29/07/2014,29/08/2014
4 TRIM 2014,825,PLANIFICACION Y SELECCION,INTERNA II,MESSINA SEBASTIAN,MONTERO FERNANDO,30710471637,JAKYTEXTIL SA,29/07/2014,
1 TRIM 2014,872,EXTERNA B,V,BODNER ALEJANDRA,RIVERO CLAUDIA,20348587235,JALABE JOSEPH NATAN,11/04/2014,
2 TRIM 2014,865,EXTERNA B,V,BODNER ALEJANDRA,RIVERO CLAUDIA,20348587235,JALABE JOSEPH NATAN,11/04/2014,
3 TRIM 2014,900,EXTERNA B,V,BODNER ALEJANDRA,RIVERO CLAUDIA,20348587235,JALABE JOSEPH NATAN,11/04/2014,
2 TRIM 2015,976,EXTERNA A,I,TUSTANOSKI MARCELO,AIELLO EDUARDO,30501120479,JAMES SMART SA,29/04/2015,
3 TRIM 2015,992,EXTERNA A,I,TUSTANOSKI MARCELO,AIELLO EDUARDO,30501120479,JAMES SMART SA,29/04/2015,
1 TRIM 2014,873,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30709954420,JAMM SRL,23/08/2013,
1 TRIM 2015,963,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30709954420,JAMM SRL,23/08/2013,
2 TRIM 2014,866,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30709954420,JAMM SRL,23/08/2013,
2 TRIM 2015,977,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30709954420,JAMM SRL,23/08/2013,
3 TRIM 2014,901,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30709954420,JAMM SRL,23/08/2013,
3 TRIM 2015,993,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30709954420,JAMM SRL,23/08/2013,
4 TRIM 2014,826,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30709954420,JAMM SRL,23/08/2013,
2 TRIM 2014,867,EXTERNA B,IV,ALEGRE PAOLA,LASPINA ROXANA,20042992853,JAMUS RICARDO,16/04/2014,
3 TRIM 2014,902,EXTERNA B,IV,ALEGRE PAOLA,LASPINA ROXANA,20042992853,JAMUS RICARDO,16/04/2014,
1 TRIM 2014,874,EXTERNA B,IV,ALEGRE PAOLA,LASPINA ROXANA,20042992853,JAMUS RICARDO ,16/04/2014,
4 TRIM 2014,827,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA","POLICANO, ANTONIO",20925684318,JANA LEVY DAVID ELIAS,19/11/2014,
1 TRIM 2014,875,PLANIFICACION Y SELECCION,D,MARIA LAURA FORTUNA,CAPARRA MARCELA,20928629032,JANG JIN SOO,26/05/2014,
1 TRIM 2015,964,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,20928629032,JANG JIN SOO,24/04/2014,
2 TRIM 2014,868,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,20928629032,JANG JIN SOO,26/05/2014,
2 TRIM 2015,978,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,20928629032,JANG JIN SOO,24/04/2014,
3 TRIM 2014,903,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,20928629032,JANG JIN SOO,27/05/2014,16/05/2014
4 TRIM 2014,828,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,20928629032,JANG JIN SOO,27/05/2014,16/05/2014
1 TRIM 2015,965,EXTERNA D,SELLOS,DEL RIO VERONICA,BEITONE VANESA,30598129246,JANSSEN CILAG FARMACEUT. SA,07/01/2015,
2 TRIM 2015,979,EXTERNA D,SELLOS,DEL RIO VERONICA,BEITONE VANESA,30598129246,JANSSEN CILAG FARMACEUT. SA,07/01/2015,
3 TRIM 2015,994,EXTERNA D,SELLOS,DEL RIO VERONICA,BEITONE VANESA,30598129246,JANSSEN CILAG FARMACEUT. SA,07/01/2015,
1 TRIM 2014,876,CONCURSOS Y QUIEBRAS,,GUEVARA LIA,GUMUCIO HUMBERTO,20937081805,JARA MAYORGA LUCIANO,24/06/2014,
1 TRIM 2014,877,PLANIFICACION Y SELECCION,C,LAURA GARCIA,GERMAN ARAMBURU,24941249570,"JARA RAMIREZ, JUAN RAM?N",11/04/2014,
1 TRIM 2015,966,PLANIFICACION Y SELECCION,INTERNA II,GARCIA LAURA,ARAMBURU GERMAN,24941249570,"JARA RAMIREZ, JUAN RAM?N",11/04/2014,
2 TRIM 2014,869,PLANIFICACION Y SELECCION,INTERNA II,GARCIA LAURA,GERMAN ARAMBURU,24941249570,"JARA RAMIREZ, JUAN RAM?N",11/04/2014,
3 TRIM 2014,904,PLANIFICACION Y SELECCION,INTERNA II,GARCIA LAURA,ARAMBURU GERMAN,24941249570,"JARA RAMIREZ, JUAN RAM?N",11/04/2014,29/09/2014
4 TRIM 2014,829,PLANIFICACION Y SELECCION,INTERNA II,GARCIA LAURA,ARAMBURU GERMAN,24941249570,"JARA RAMIREZ, JUAN RAM?N",11/04/2014,
3 TRIM 2014,905,CONCURSOS Y QUIEBRAS,,"FERNANDEZ VAQUERA, B","POLICANO, ANTONIO",20219537280,JARQUE MAXIMO EDUARDO,03/10/2014,
4 TRIM 2014,830,CONCURSOS Y QUIEBRAS,,"FERNANDEZ VAQUERA, B","POLICANO, ANTONIO",20219537280,JARQUE MAXIMO EDUARDO,03/10/2014,
3 TRIM 2015,995,EXTERNA C,VII,DI TIERI JUAN,BIANCHI MARIA FERNANDA,30709426903,JAS DISE?O SA,14/07/2015,
1 TRIM 2015,967,EXTERNA F,A,CIGNONI ALEJANDRA,LENGARD CRISTINA,30711670196,JAVAIA S.A.,13/08/2014,
2 TRIM 2015,980,EXTERNA F,A,CIGNONI ALEJANDRA,MANCHINI HERNAN,30711670196,JAVAIA S.A.,15/04/2015,
3 TRIM 2014,906,EXTERNA F,A,CIGNONI ALEJANDRA,LENGARD CRISTINA,30711670196,JAVAIA S.A.,13/08/2014,
3 TRIM 2015,996,EXTERNA F,A,CIGNONI ALEJANDRA,MANCHINI HERNAN,30711670196,JAVAIA S.A.,13/08/2014,
4 TRIM 2014,831,EXTERNA F,A,CIGNONI ALEJANDRA,LENGARD CRISTINA,30711670196,JAVAIA S.A.,13/08/2014,
3 TRIM 2015,997,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,33707334539,JAVIDER S.A.,22/09/2015,
1 TRIM 2014,878,REVISION Y CONTROL DE FISCALIZACION,,REIST MARTA PATRICIA,ALVAREZ MARTIN,27315183346,JAVIJ DEBORA ROMINA,15/05/2014,
1 TRIM 2014,879,EXTERNA D,SELLOS,TROBO LAURA,MERA ANDREA,30560378056,JBS ARGENTINA SA,06/01/2014,
1 TRIM 2015,968,EXTERNA D,SELLOS,TROBO LAURA,MERA ANDREA,30560378056,JBS ARGENTINA SA,06/01/2014,02/03/2015
2 TRIM 2014,870,EXTERNA D,SELLOS,TROBO LAURA,MERA ANDREA,30560378056,JBS ARGENTINA SA,06/01/2014,
3 TRIM 2014,907,EXTERNA D,SELLOS,TROBO LAURA,MERA ANDREA,30560378056,JBS ARGENTINA SA,06/01/2014,
4 TRIM 2014,832,EXTERNA D,SELLOS,TROBO LAURA,MERA ANDREA,30560378056,JBS ARGENTINA SA,06/01/2014,
2 TRIM 2015,981,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,30707846964,JED SA,03/06/2015,
3 TRIM 2015,998,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,30707846964,JED SA,03/06/2015,
2 TRIM 2015,982,EXTERNA A,II,VILAR LEANDRO,LEGUIZAMON EMANUEL,30708101180,JET CUSTOM S.A.,06/05/2015,
3 TRIM 2015,999,EXTERNA A,II,VILAR LEANDRO,LEGUIZAMON EMANUEL,30708101180,JET CUSTOM S.A.,06/05/2015,
3 TRIM 2014,908,PLANIFICACION Y SELECCION,INTERNA II,BALZANO CARLOS,SANZ HORACIO,30711859604,JI JI RETAIL SA,23/09/2014,21/10/2014
1 TRIM 2015,969,EXTERNA D,I0,DAGLIO DANIELA,RUBIO MARCELO,30695463274,JINAT S.A.,15/01/2014,
2 TRIM 2014,871,EXTERNA D,I0,DAGLIO DANIELA,RUBIO MARCELO,30695463274,JINAT S.A.,15/01/2014,
3 TRIM 2014,909,EXTERNA D,I0,DAGLIO DANIELA,RUBIO MARCELO,30695463274,JINAT S.A.,15/01/2014,
4 TRIM 2014,833,EXTERNA D,I0,DAGLIO DANIELA,RUBIO MARCELO,30695463274,JINAT S.A.,15/01/2014,
1 TRIM 2014,880,EXTERNA D,I0,DAGLIO DANIELA,RUBIO MARCELO,30695463274,JINAT SA,15/01/2014,
2 TRIM 2015,983,EXTERNA D,I0,DAGLIO DANIELA,RUBIO MARCELO,30695463274,JINAT SA,15/01/2014,
2 TRIM 2015,984,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30713316004,JL TRIVI?O BRIALES SA IFC SA OCSA SA UTE,19/06/2015,
3 TRIM 2015,1000,PLANIFICACION Y SELECCION,INTERNA I,JULIO MARIANA,POSE LUCIANA,30713316004,JL TRIVI?O BRIALES SA IFC SA OCSA SA UTE,19/06/2015,
1 TRIM 2014,881,CONCURSOS Y QUIEBRAS,,DOMINGUEZ MARIA LUZ,GUMUCIO HUMBERTO,27136541787,JO IN SOOK,21/01/2014,
2 TRIM 2014,872,CONCURSOS Y QUIEBRAS,,DOMINGUEZ MARIA LUZ,GUMUCIO HUMBERTO,27136541787,JO IN SOOK,21/01/2014,
1 TRIM 2015,970,PLANIFICACION Y SELECCION,INTERNA I,ACHAGA PAOLA,D'APICE ADRIANA,30708068620,JOB TECHNOLOGY SA,20/01/2015,
2 TRIM 2015,985,PLANIFICACION Y SELECCION,INTERNA I,ACHAGA PAOLA,D'APICE ADRIANA,30708068620,JOB TECHNOLOGY SA,20/01/2015,
1 TRIM 2014,882,EXTERNA A,I,CICCONE GISELA,EDREIRA NORMA,30708903422,JOIA SA,20/12/2013,
1 TRIM 2015,971,EXTERNA A,I,CICCONE GISELA,EDREIRA NORMA,30708903422,JOIA SA,20/12/2013,
2 TRIM 2014,873,EXTERNA A,I,CICCONE GISELA,EDREIRA NORMA,30708903422,JOIA SA,20/12/2013,
2 TRIM 2015,986,EXTERNA A,I,CICCONE GISELA,EDREIRA NORMA,30708903422,JOIA SA,20/12/2013,
3 TRIM 2014,910,EXTERNA A,I,CICCONE GISELA,EDREIRA NORMA,30708903422,JOIA SA,20/12/2013,
4 TRIM 2014,834,EXTERNA A,I,CICCONE GISELA,EDREIRA NORMA,30708903422,JOIA SA,20/12/2013,
1 TRIM 2015,972,EXTERNA C,IX,QUIROGA MARIA FLORENCIA,TRICOTTI GABRIELA,33701981869,JONES LANG LASALLE SRL,18/03/2015,
2 TRIM 2015,987,EXTERNA C,IX,QUIROGA MARIA FLORENCIA,TRICOTTI GABRIELA,33701981869,JONES LANG LASALLE SRL,18/03/2015,
3 TRIM 2015,1001,EXTERNA C,IX,QUIROGA MARIA FLORENCIA,TRICOTTI GABRIELA,33701981869,JONES LANG LASALLE SRL,18/03/2015,
2 TRIM 2015,988,EXTERNA C,VII,LA VALLE MAURICIO,BREPPE MARISA,33653335259,JONTE 3386 S.R.L.,18/06/2015,
3 TRIM 2015,1002,EXTERNA C,VII,LA VALLE MAURICIO,BREPPE MARISA,33653335259,JONTE 3386 SRL,18/06/2015,
1 TRIM 2014,883,EXTERNA A,II,NICOLINO ORNELA,ROMERO GUADALUPE,33639585889,JORGE TOLOSA SA,20/02/2014,
1 TRIM 2015,973,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,33639585889,JORGE TOLOSA SA,20/02/2014,
2 TRIM 2014,874,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,33639585889,JORGE TOLOSA SA,20/02/2014,
2 TRIM 2015,989,EXTERNA F,A,NICOLINO ORNELA,MANCHINI HERNAN,33639585889,JORGE TOLOSA SA,27/02/2015,
3 TRIM 2014,911,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,33639585889,JORGE TOLOSA SA,20/02/2014,
3 TRIM 2015,1003,EXTERNA F,A,NICOLINO ORNELA,MANCHINI HERNAN,33639585889,JORGE TOLOSA SA,20/02/2014,
4 TRIM 2014,835,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,33639585889,JORGE TOLOSA SA,20/02/2014,
2 TRIM 2015,990,CONCURSOS Y QUIEBRAS,,DIAZ GLADYS,GIAMMARCHE DANIEL,30644102498,JORMAR PLAST ACCESORIOS SA,05/06/2015,
3 TRIM 2015,1004,CONCURSOS Y QUIEBRAS,,DIAZ GLADYS,GIAMMARCHE DANIEL,30644102498,JORMAR PLAST ACCESORIOS SA,05/06/2015,
1 TRIM 2014,884,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,33519346449,JOSE ANGEL BAGUETTE E HIJOS SAIC,16/09/2013,
2 TRIM 2015,992,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,20040869904,JOSE MAR?A PINTOS,03/06/2015,
3 TRIM 2015,1005,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,20040869904,JOSE MAR?A PINTOS,15/06/2015,
1 TRIM 2015,974,EXTERNA F,B,OLIVERAS PATRICIA,,27235865454,JOSE ANDREA LETICIA,23/12/2014,
4 TRIM 2014,836,EXTERNA F,B,OLIVERAS PATRICIA,VALDEZ RAUL,27235865454,JOSE ANDREA LETICIA,23/12/2014,
1 TRIM 2015,975,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA","POLICANO, ANTONIO",30500676759,JOSE LIEBL FAB ARG DE CIERRES S.A.,22/01/2015,
2 TRIM 2015,991,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,30500676759,JOSE LIEBL FAB ARG DE CIERRES S.A.,22/01/2015,
3 TRIM 2015,1006,EXTERNA C,VII,PEREZ MONICA,BIANCHI MARIA FERNANDA,30525436817,JOSE MINETTI Y CIA,14/09/2015,
3 TRIM 2014,912,OPERATIVOS,A,CAPUTO CARLOS,BARBAGELATA RODOLFO,20044342066,JOSE SALEM,21/10/2014,
4 TRIM 2014,837,OPERATIVOS,A,CAPUTO CARLOS,BARBAGELATA RODOLFO,20044342066,JOSE SALEM,21/10/2014,
1 TRIM 2015,976,EXTERNA E,I,AYERBE SILVIO,D'AMICO VANINA,30502015075,JOSE VIDALES SACIFI,21/10/2014,
2 TRIM 2015,993,EXTERNA E,I,AYERBE SILVIO,D'AMICO VANINA,30502015075,JOSE VIDALES SACIFI,21/10/2014,
3 TRIM 2014,913,EXTERNA E,I,AYERBE SILVIO,D'AMICO VANINA,30502015075,JOSE VIDALES SACIFI,21/10/2014,
3 TRIM 2015,1007,EXTERNA E,I,AYERBE SILVIO,D'AMICO VANINA,30502015075,JOSE VIDALES SACIFI,27/10/2014,
4 TRIM 2014,838,EXTERNA E,I,AYERBE SILVIO,D'AMICO VANINA,30502015075,JOSE VIDALES SACIFI,21/10/2014,
1 TRIM 2014,885,EXTERNA A,III,CERRUTI PATRICIA  ,ANTONELLI MARTA,30713726105,JOSEFINA JOSE SRL,13/06/2013,
2 TRIM 2014,875,EXTERNA A,III,CERRUTI PATRICIA ,ANTONELLI MARTA,30713726105,JOSEFINA JOSE SRL,13/06/2014,
1 TRIM 2015,977,PLANIFICACION Y SELECCION,INTERNA II,STABILE ALEJANDRO,SANZ HORACIO,30703087236,JOTCAR S.A.,21/11/2014,
2 TRIM 2015,994,PLANIFICACION Y SELECCION,INTERNA II,STABILE ALEJANDRO,SANZ HORACIO,30703087236,JOTCAR S.A.,21/11/2014,
3 TRIM 2014,914,PLANIFICACION Y SELECCION,INTERNA II,STABILE ALEJANDRO,SANZ HORACIO,30703087236,JOTCAR S.A.,,
4 TRIM 2014,839,PLANIFICACION Y SELECCION,INTERNA II,STABILE ALEJANDRO,SANZ HORACIO,30703087236,JOTCAR S.A.,21/11/2014,
3 TRIM 2014,915,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CARDONE MARIANO,ALVAREZ PABLO,30619970248,JUAN BANCHERO E HIJOS SRL,10/10/2014,
4 TRIM 2014,840,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CARDONE MARIANO,ALVAREZ PABLO,30619970248,JUAN BANCHERO E HIJOS SRL,10/10/2014,
1 TRIM 2014,886,EXTERNA A,II,TROTTA DIEGO,LEGUIZAMON EMANUEL,30708905107,JUAN BOSCH VIAJES Y TURISMO S.R.L.,18/09/2013,
1 TRIM 2015,978,EXTERNA F,A,TROTTA DIEGO,LENGARD CRISTINA,30708905107,JUAN BOSCH VIAJES Y TURISMO S.R.L.,19/02/2015,DEVOLUCION
2 TRIM 2014,876,EXTERNA F,A,TROTTA DIEGO,LENGARD CRISTINA,30708905107,JUAN BOSCH VIAJES Y TURISMO S.R.L.,18/09/2013,
3 TRIM 2014,916,EXTERNA F,A,TROTTA DIEGO,LENGARD CRISTINA,30708905107,JUAN BOSCH VIAJES Y TURISMO S.R.L.,18/09/2013,
4 TRIM 2014,841,EXTERNA F,A,TROTTA DIEGO,LENGARD CRISTINA,30708905107,JUAN BOSCH VIAJES Y TURISMO S.R.L.,18/09/2013,
3 TRIM 2015,1008,EXTERNA F,A,KALEKA RUTH,CARLOS SOUTO,30708905107,JUAN BOSCH VIAJES Y TURISMO SRL,14/08/2015,TRANSFERENCIA
2 TRIM 2014,877,EXTERNA B,IV,ALEGRE PAOLA,LASPINA ROXANA,30655819556,JUAN Y GUILLERMO PAGANINI SH,28/04/2014,
1 TRIM 2014,887,EXTERNA B,IV,ALEGRE PAOLA,LASPINA ROXANA,30655819556,JUAN Y GUILLERMO PAGANINI SH ,28/04/2014,
1 TRIM 2014,888,EXTERNA A,III,BERNARDEZ CARLOS,ANTONELLI MARTA,30629421463,JUFEC S.A.,06/03/2013,
2 TRIM 2014,878,EXTERNA A,III,BERNARDEZ CARLOS,ANTONELLI MARTA,30629421463,JUFEC S.A.,06/03/2013,
3 TRIM 2014,917,EXTERNA A,III,BERNARDEZ CARLOS,ANTONELLI MARTA,30629421463,JUFEC S.A.,06/03/2013,
1 TRIM 2014,889,EXTERNA D,SELLOS,PEDRO ROMINA,ALFARO NADIA,30576856764,JULIA TOURS SA,19/12/2013,
2 TRIM 2014,879,EXTERNA D,SELLOS,PEDRO ROMINA,ALFARO NADIA,30576856764,JULIA TOURS SA,19/12/2013,
3 TRIM 2014,918,EXTERNA D,SELLOS,PEDRO ROMINA,ALFARO NADIA,30576856764,JULIA TOURS SA,19/12/2013,
1 TRIM 2015,979,CONCURSOS Y QUIEBRAS,,DIAZ GLADYS,GIAMMARCHE DANIEL,20172876065,JULIO CESAR COLOM,17/03/2015,
2 TRIM 2015,995,CONCURSOS Y QUIEBRAS,,DIAZ GLADYS,GIAMMARCHE DANIEL,20172876065,JULIO CESAR COLOM,17/03/2015,
3 TRIM 2015,1009,CONCURSOS Y QUIEBRAS,,DIAZ GLADYS,GIAMMARCHE DANIEL,20172876065,JULIO CESAR COLOM,17/03/2015,
1 TRIM 2015,980,OPERATIVOS,A,CAPUTO CARLOS,BARBAGELATA RODOLFO,20080997842,JULIO CESAR VELARDEZ,21/10/2014,
3 TRIM 2014,919,OPERATIVOS,A,CAPUTO CARLOS,BARBAGELATA RODOLFO,20080997842,JULIO CESAR VELARDEZ,21/10/2014,
4 TRIM 2014,842,OPERATIVOS,A,CAPUTO CARLOS,BARBAGELATA RODOLFO,20080997842,JULIO CESAR VELARDEZ,21/10/2014,
1 TRIM 2015,981,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,SUEIRO FERNANDO,ZOCCALI JOSE LUIS,30708772964,JUMBO RETAIL ARG. SA,11/02/2015,
2 TRIM 2015,996,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,SUEIRO FERNANDO,ZOCCALI JOSE LUIS,30708772964,JUMBO RETAIL ARG. SA,11/02/2015,TRANSFERENCIA
4 TRIM 2014,843,PUBLICIDAD REG SIMPL Y OPERATIVOS,A,BIELAT EUGENIO,MELILLO MARCELO,30708772964,JUMBO RETAIL ARGENTINA SA,23/12/2014,
1 TRIM 2014,890,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30500060413,JUNCAL CIA. DE SEGUROS DE AUT. Y PATRIMONIO SA,19/11/2013,
1 TRIM 2015,982,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30500060413,JUNCAL CIA. DE SEGUROS DE AUT. Y PATRIMONIO SA,19/11/2013,
2 TRIM 2014,880,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30500060413,JUNCAL CIA. DE SEGUROS DE AUT. Y PATRIMONIO SA,19/11/2013,
2 TRIM 2015,997,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30500060413,JUNCAL CIA. DE SEGUROS DE AUT. Y PATRIMONIO SA,19/11/2013,
3 TRIM 2014,920,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30500060413,JUNCAL CIA. DE SEGUROS DE AUT. Y PATRIMONIO SA,19/11/2013,
3 TRIM 2015,1010,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30500060413,JUNCAL CIA. DE SEGUROS DE AUT. Y PATRIMONIO SA,19/11/2013,
4 TRIM 2014,844,EXTERNA D,I0,BADRA JORGE,MILMAN MARIANO,30500060413,JUNCAL CIA. DE SEGUROS DE AUT. Y PATRIMONIO SA,19/11/2013,
1 TRIM 2015,983,PLANIFICACION Y SELECCION,INTERNA II,BOGO MORALES MARIANO,SANZ HORACIO,33709180199,JURAMENTO 1301 SRL,12/11/2014,
4 TRIM 2014,845,PLANIFICACION Y SELECCION,INTERNA II,BOGO MORALES MARIANO,SANZ HORACIO,33709180199,JURAMENTO 1301 SRL,12/11/2014,
1 TRIM 2014,891,EXTERNA E,II,MANGANARO CLAUDIO,DOMINGUEZ JAVIER,30711565759,JURAMENTO 1445 SRL,03/02/2014,
2 TRIM 2014,881,EXTERNA E,II,MANGANARO CLAUDIO,DOMINGUEZ JAVIER,30711565759,JURAMENTO 1445 SRL,03/02/2014,
3 TRIM 2014,921,EXTERNA E,II,MANGANARO CLAUDIO,DOMINGUEZ JAVIER,30711565759,JURAMENTO 1445 SRL,03/02/2014,
4 TRIM 2014,846,EXTERNA E,II,MANGANARO CLAUDIO,DOMINGUEZ JAVIER,30711565759,JURAMENTO 1445 SRL,03/02/2014,
3 TRIM 2015,1011,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CALZONE SERGIO,ALVAREZ PABLO,30710206712,JUSOMA SRL,25/08/2015,
1 TRIM 2014,892,EXTERNA D,I0,SUAREZ MARIA,RUBIO MARCELO,30710319754,JUTAME SRL,17/12/2013,
2 TRIM 2014,882,EXTERNA D,I0,SUAREZ MARIA,RUBIO MARCELO,30710319754,JUTAME SRL,17/12/2013,
3 TRIM 2015,1012,OPERATIVOS,B,SCARANO EMMANUEL,GARIB JOSE LUIS LUIS,20045067123,JUYERO HECTOR LUIS,04/09/2015,
1 TRIM 2014,893,EXTERNA C,VIII,PEREIRA VIVIANA,CISNERO DIEGO,30707273611,JVS INTERAMERICANA S.A.,20/08/2013,06/06/2014
2 TRIM 2014,883,EXTERNA C,VIII,PEREIRA VIVIANA,CISNERO DIEGO,30707273611,JVS INTERAMERICANA S.A.,20/08/2013,06/06/2014
3 TRIM 2014,922,EXTERNA C,VIII,PEREIRA VIVIANA,CISNERO DIEGO,30707273611,JVS INTERAMERICANA S.A.,20/08/2013,06/06/2014
1 TRIM 2015,984,EXTERNA C,VIII,PEREIRA VIVIANA,CISNERO DIEGO,30707273611,JVS INTERAMERICANA SA,20/08/2013,06/06/2014
4 TRIM 2014,847,EXTERNA C,VIII,PEREIRA VIVIANA,CISNERO DIEGO,30707273611,JVS INTERAMERICANA SA,20/08/2013,06/06/2014
1 TRIM 2014,894,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30696074603,JYE SRL,14/01/2014,
1 TRIM 2015,985,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30696074603,JYE SRL,14/01/2014,
2 TRIM 2014,884,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30696074603,JYE SRL,14/01/2014,
3 TRIM 2014,923,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30696074603,JYE SRL,14/01/2014,
4 TRIM 2014,848,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30696074603,JYE SRL,14/01/2014,
1 TRIM 2014,895,EXTERNA D,I0,VALDES DAMIAN JAVIER,PEREZ PATRICIA,30707809147,K Y DAT SISTEMAS SA,15/04/2014,
1 TRIM 2015,986,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30707809147,K Y DAT SISTEMAS SA,15/04/2014,01/08/2014
2 TRIM 2015,998,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30707809147,K Y DAT SISTEMAS SA,15/04/2014,01/08/2014
3 TRIM 2014,924,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30707809147,K Y DAT SISTEMAS SA,15/04/2014,01/08/2014
3 TRIM 2015,1013,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30707809147,K Y DAT SISTEMAS SA,15/04/2014,01/08/2014
4 TRIM 2014,849,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,30707809147,K Y DAT SISTEMAS SA,15/04/2014,01/08/2014
